NodeID,PackageID,DeliverableID,DeliverableName,DeliverableType,ScopeItems,Objectives,ContextEnvelope,LifecycleState,ExecutionPath,ContextPath,DependenciesPath,HasFourDocumentKit,HasSemanticMatrix,HasSemanticLensing,HasReview,SourceRegister,Notes
DEL-00-01,PKG-00,DEL-00-01,Architecture decision record baseline,DOC_UPDATE,SOW-056,OBJ-013,M,SEMANTIC_READY,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-01_Architecture decision record baseline,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-01_Architecture decision record baseline/_CONTEXT.md,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-01_Architecture decision record baseline/_DEPENDENCIES.md,TRUE,TRUE,TRUE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-00-02,PKG-00,DEL-00-02,Repository and module boundary architecture,API_CONTRACT,"SOW-057,SOW-062",OBJ-013,M,SEMANTIC_READY,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-02_Repository and module boundary architecture,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-02_Repository and module boundary architecture/_CONTEXT.md,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-02_Repository and module boundary architecture/_DEPENDENCIES.md,TRUE,TRUE,TRUE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-00-03,PKG-00,DEL-00-03,Application service command-query-job model,API_CONTRACT,"SOW-058,SOW-062",OBJ-013,L,SEMANTIC_READY,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-03_Application service command-query-job model,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-03_Application service command-query-job model/_CONTEXT.md,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-03_Application service command-query-job model/_DEPENDENCIES.md,TRUE,TRUE,TRUE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-00-04,PKG-00,DEL-00-04,Persistence and schema versioning architecture,DATA_MODEL_CHANGE,SOW-059,OBJ-013,L,SEMANTIC_READY,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-04_Persistence and schema versioning architecture,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-04_Persistence and schema versioning architecture/_CONTEXT.md,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-04_Persistence and schema versioning architecture/_DEPENDENCIES.md,TRUE,TRUE,TRUE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-00-05,PKG-00,DEL-00-05,GUI state and interaction architecture,UX_UI_SLICE,SOW-060,OBJ-013,L,SEMANTIC_READY,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-05_GUI state and interaction architecture,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-05_GUI state and interaction architecture/_CONTEXT.md,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-05_GUI state and interaction architecture/_DEPENDENCIES.md,TRUE,TRUE,TRUE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-00-06,PKG-00,DEL-00-06,"Diagnostics, warning, and result-envelope contract",DATA_MODEL_CHANGE,SOW-061,OBJ-013,M,SEMANTIC_READY,"execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-06_Diagnostics, warning, and result-envelope contract","execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-06_Diagnostics, warning, and result-envelope contract/_CONTEXT.md","execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-06_Diagnostics, warning, and result-envelope contract/_DEPENDENCIES.md",TRUE,TRUE,TRUE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-00-07,PKG-00,DEL-00-07,API boundary and adapter contract map,API_CONTRACT,SOW-062,OBJ-013,M,SEMANTIC_READY,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-07_API boundary and adapter contract map,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-07_API boundary and adapter contract map/_CONTEXT.md,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-07_API boundary and adapter contract map/_DEPENDENCIES.md,TRUE,TRUE,TRUE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-00-08,PKG-00,DEL-00-08,Layered software test and acceptance strategy,TEST_SUITE,SOW-063,OBJ-013,M,SEMANTIC_READY,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-08_Layered software test and acceptance strategy,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-08_Layered software test and acceptance strategy/_CONTEXT.md,execution/PKG-00_Software Architecture Runway/1_Working/DEL-00-08_Layered software test and acceptance strategy/_DEPENDENCIES.md,TRUE,TRUE,TRUE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-01-01,PKG-01,DEL-01-01,Project governance baseline,DOC_UPDATE,"SOW-001,SOW-048","OBJ-001,OBJ-002",M,OPEN,"execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-01_Project governance baseline","execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-01_Project governance baseline/_CONTEXT.md","execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-01_Project governance baseline/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-01-02,PKG-01,DEL-01-02,Copyright and protected-data boundary policy,DOC_UPDATE,"SOW-003,SOW-028",OBJ-002,M,OPEN,"execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-02_Copyright and protected-data boundary policy","execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-02_Copyright and protected-data boundary policy/_CONTEXT.md","execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-02_Copyright and protected-data boundary policy/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-01-03,PKG-01,DEL-01-03,Contributor certification workflow,DOC_UPDATE,"SOW-028,SOW-048",OBJ-002,S,OPEN,"execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-03_Contributor certification workflow","execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-03_Contributor certification workflow/_CONTEXT.md","execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-03_Contributor certification workflow/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-01-04,PKG-01,DEL-01-04,Professional responsibility and product-claims policy,DOC_UPDATE,SOW-034,OBJ-011,S,OPEN,"execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-04_Professional responsibility and product-claims policy","execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-04_Professional responsibility and product-claims policy/_CONTEXT.md","execution/PKG-01_Governance, IP Boundary, and Professional Responsibility/1_Working/DEL-01-04_Professional responsibility and product-claims policy/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-02-01,PKG-02,DEL-02-01,Canonical domain model schema,DATA_MODEL_CHANGE,SOW-041,OBJ-001,M,SEMANTIC_READY,"execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-01_Canonical domain model schema","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-01_Canonical domain model schema/_CONTEXT.md","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-01_Canonical domain model schema/_DEPENDENCIES.md",TRUE,TRUE,TRUE,TRUE,docs/_Registers/Deliverables.csv,OK
DEL-02-02,PKG-02,DEL-02-02,Unit system and dimensional-analysis core contract,BACKEND_FEATURE_SLICE,SOW-025,"OBJ-001,OBJ-012",M,SEMANTIC_READY,"execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-02_Unit system and dimensional-analysis core contract","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-02_Unit system and dimensional-analysis core contract/_CONTEXT.md","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-02_Unit system and dimensional-analysis core contract/_DEPENDENCIES.md",TRUE,TRUE,TRUE,TRUE,docs/_Registers/Deliverables.csv,OK
DEL-02-03,PKG-02,DEL-02-03,Code-neutral analysis boundary model,DATA_MODEL_CHANGE,SOW-002,"OBJ-001,OBJ-011",S,SEMANTIC_READY,"execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-03_Code-neutral analysis boundary model","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-03_Code-neutral analysis boundary model/_CONTEXT.md","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-03_Code-neutral analysis boundary model/_DEPENDENCIES.md",TRUE,TRUE,TRUE,TRUE,docs/_Registers/Deliverables.csv,OK
DEL-02-04,PKG-02,DEL-02-04,Plugin and extension domain contracts,API_CONTRACT,SOW-038,OBJ-009,M,SEMANTIC_READY,"execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-04_Plugin and extension domain contracts","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-04_Plugin and extension domain contracts/_CONTEXT.md","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-04_Plugin and extension domain contracts/_DEPENDENCIES.md",TRUE,TRUE,TRUE,TRUE,docs/_Registers/Deliverables.csv,OK
DEL-02-05,PKG-02,DEL-02-05,Project persistence and round-trip serialization,DATA_MODEL_CHANGE,"SOW-050,SOW-041","OBJ-001,OBJ-012",M,SEMANTIC_READY,"execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-05_Project persistence and round-trip serialization","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-05_Project persistence and round-trip serialization/_CONTEXT.md","execution/PKG-02_Domain Model, Units, and Core Schemas/1_Working/DEL-02-05_Project persistence and round-trip serialization/_DEPENDENCIES.md",TRUE,TRUE,TRUE,TRUE,docs/_Registers/Deliverables.csv,OK
DEL-03-01,PKG-03,DEL-03-01,Material library schema with provenance,DATA_MODEL_CHANGE,SOW-017,OBJ-004,M,OPEN,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-01_Material library schema with provenance","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-01_Material library schema with provenance/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-01_Material library schema with provenance/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-03-02,PKG-03,DEL-03-02,Pipe section and component library schema,DATA_MODEL_CHANGE,SOW-018,OBJ-004,M,OPEN,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-02_Pipe section and component library schema","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-02_Pipe section and component library schema/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-02_Pipe section and component library schema/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-03-03,PKG-03,DEL-03-03,Bend and elbow component model fields,BACKEND_FEATURE_SLICE,SOW-007,OBJ-004,S,OPEN,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-03_Bend and elbow component model fields","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-03_Bend and elbow component model fields/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-03_Bend and elbow component model fields/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-03-04,PKG-03,DEL-03-04,Branch connection component model fields,BACKEND_FEATURE_SLICE,SOW-008,OBJ-004,M,OPEN,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-04_Branch connection component model fields","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-04_Branch connection component model fields/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-04_Branch connection component model fields/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-03-05,PKG-03,DEL-03-05,"Rigid component models for valves, flanges, reducers, and specialty items",BACKEND_FEATURE_SLICE,SOW-009,OBJ-004,M,OPEN,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-05_Rigid component models for valves, flanges, reducers, and specialty items/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-03-06,PKG-03,DEL-03-06,Expansion joint component model,BACKEND_FEATURE_SLICE,SOW-010,OBJ-004,M,OPEN,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-06_Expansion joint component model","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-06_Expansion joint component model/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-06_Expansion joint component model/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-03-07,PKG-03,DEL-03-07,Public/private library import provenance checker,BACKEND_FEATURE_SLICE,"SOW-019,SOW-044","OBJ-002,OBJ-004",M,OPEN,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-07_Public-private library import provenance checker","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-07_Public-private library import provenance checker/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-07_Public-private library import provenance checker/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-03-08,PKG-03,DEL-03-08,Pipe section property and mass-property calculator,BACKEND_FEATURE_SLICE,"SOW-051,SOW-018","OBJ-004,OBJ-012",M,OPEN,"execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-08_Pipe section property and mass-property calculator","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-08_Pipe section property and mass-property calculator/_CONTEXT.md","execution/PKG-03_Piping Components, Materials, and Library Data Model/1_Working/DEL-03-08_Pipe section property and mass-property calculator/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-04-01,PKG-04,DEL-04-01,3D frame stiffness kernel,BACKEND_FEATURE_SLICE,"SOW-005,SOW-035",OBJ-003,L,OPEN,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-01_3D frame stiffness kernel,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-01_3D frame stiffness kernel/_CONTEXT.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-01_3D frame stiffness kernel/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-04-02,PKG-04,DEL-04-02,Straight pipe element,BACKEND_FEATURE_SLICE,SOW-006,OBJ-003,M,OPEN,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-02_Straight pipe element,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-02_Straight pipe element/_CONTEXT.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-02_Straight pipe element/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-04-03,PKG-04,DEL-04-03,Linear support and restraint models,BACKEND_FEATURE_SLICE,SOW-011,OBJ-003,M,OPEN,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-03_Linear support and restraint models,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-03_Linear support and restraint models/_CONTEXT.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-03_Linear support and restraint models/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-04-04,PKG-04,DEL-04-04,Nonlinear support active-set solver,BACKEND_FEATURE_SLICE,SOW-012,OBJ-003,L,OPEN,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-04_Nonlinear support active-set solver,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-04_Nonlinear support active-set solver/_CONTEXT.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-04_Nonlinear support active-set solver/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-04-05,PKG-04,DEL-04-05,Sparse solver performance harness,TEST_SUITE,SOW-035,"OBJ-003,OBJ-008",M,OPEN,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-05_Sparse solver performance harness,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-05_Sparse solver performance harness/_CONTEXT.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-05_Sparse solver performance harness/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-04-06,PKG-04,DEL-04-06,Solver diagnostics and singularity detection,BACKEND_FEATURE_SLICE,"SOW-053,SOW-035","OBJ-003,OBJ-008,OBJ-012",M,OPEN,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-06_Solver diagnostics and singularity detection,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-06_Solver diagnostics and singularity detection/_CONTEXT.md,execution/PKG-04_Solver Core and Numerical Methods/1_Working/DEL-04-06_Solver diagnostics and singularity detection/_DEPENDENCIES.md,FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-05-01,PKG-05,DEL-05-01,Primitive load case engine,BACKEND_FEATURE_SLICE,SOW-013,OBJ-003,M,OPEN,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-01_Primitive load case engine","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-01_Primitive load case engine/_CONTEXT.md","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-01_Primitive load case engine/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
DEL-05-02,PKG-05,DEL-05-02,Load-case algebra engine,BACKEND_FEATURE_SLICE,SOW-014,"OBJ-003,OBJ-005",M,OPEN,"execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-02_Load-case algebra engine","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-02_Load-case algebra engine/_CONTEXT.md","execution/PKG-05_Loads, Load Cases, and Stress Recovery/1_Working/DEL-05-02_Load-case algebra engine/_DEPENDENCIES.md",FALSE,TRUE,FALSE,FALSE,docs/_Registers/Deliverables.csv,OK
