RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-DEL-07-03-001,PKG-07,DEL-07-03,"Material, component, and rule-pack editors",ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,PKG-07,,PKG-07,"Graphical User Interface and Engineering Workflow","docs/_Decomposition/SOFTWARE_DECOMP.md#PKG-07","DEL-07-03 implements the PKG-07 GUI/editor workflow node.",Specification.md,"## Scope","This deliverable specifies the setup documentation for future GUI editor panels.",EXPLICIT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,"FACT: Package anchor resolved from _CONTEXT.md and decomposition/register rows."
v3.1,DEP-DEL-07-03-002,PKG-07,DEL-07-03,"Material, component, and rule-pack editors",ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-021,"GUI editor scope","docs/_Registers/ScopeLedger.csv row SOW-021","DEL-07-03 traces to SOW-021 for editor surfaces.",Specification.md,"## Requirements","The editor workflow shall expose materials sections components load cases supports rule packs and private libraries.",EXPLICIT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,"FACT: Requirement trace resolved from ScopeLedger.csv."
v3.1,DEP-DEL-07-03-003,PKG-07,DEL-07-03,"Material, component, and rule-pack editors",ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-006,"Visible GUI workflow objective","docs/_Decomposition/SOFTWARE_DECOMP.md#Objectives","DEL-07-03 supports OBJ-006 for visible model creation missing data results and assumptions.",Datasheet.md,"## Identification","Supported objective OBJ-006.",EXPLICIT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,"FACT: Objective trace resolved from _CONTEXT.md and decomposition objective table."
v3.1,DEP-DEL-07-03-004,PKG-07,DEL-07-03,"Material, component, and rule-pack editors",EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-00,DEL-00-03,AB-00-03,"Application service command-query-job model","docs/_Registers/Deliverables.csv row DEL-00-03","Editor mutations require application-service command/query/job envelope constraints.",Specification.md,"## Requirements row DEL-07-03-R-008","Editor mutations shall be modeled as application-service command interactions.",EXPLICIT,SEMANTIC_READY,TBD,PENDING,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,"FACT: Architecture basis AB-00-03 is injected by _CONTEXT.md."
v3.1,DEP-DEL-07-03-005,PKG-07,DEL-07-03,"Material, component, and rule-pack editors",EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-00,DEL-00-05,AB-00-05,"GUI state and interaction architecture","docs/_Registers/Deliverables.csv row DEL-00-05","Editor state requires durable/transient split and scoped undo/redo constraints.",Specification.md,"## Requirements row DEL-07-03-R-009","Editor state shall separate durable project/model data from transient session selection validation and job-progress state.",EXPLICIT,SEMANTIC_READY,TBD,PENDING,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,"FACT: Architecture basis AB-00-05 is injected by _CONTEXT.md."
v3.1,DEP-DEL-07-03-006,PKG-07,DEL-07-03,"Material, component, and rule-pack editors",EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DELIVERABLE,PKG-00,DEL-00-06,AB-00-06,"Diagnostics warning and result-envelope contract","docs/_Registers/Deliverables.csv row DEL-00-06","Editor validation requires diagnostic/result-envelope warning classes.",Specification.md,"## Requirements row DEL-07-03-R-010","Editor validation shall surface missing data early using diagnostic/result-envelope warning classes.",EXPLICIT,SEMANTIC_READY,TBD,PENDING,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,"FACT: Warning classes are sourced from SPEC section 7 and AB-00-06."
v3.1,DEP-DEL-07-03-007,PKG-07,DEL-07-03,"Material, component, and rule-pack editors",EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DELIVERABLE,PKG-00,DEL-00-07,AB-00-07,"API boundary and adapter contract map","docs/_Registers/Deliverables.csv row DEL-00-07","Editors cannot bypass validation units provenance diagnostics or public/private data boundaries.",Specification.md,"## Requirements row DEL-07-03-R-008","Editors should not bypass domain validation unit checks provenance checks or public/private data boundaries.",EXPLICIT,SEMANTIC_READY,TBD,PENDING,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,"FACT: No-bypass adapter/plugin boundary comes from AB-00-07."
v3.1,DEP-DEL-07-03-008,PKG-07,DEL-07-03,"Material, component, and rule-pack editors",EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-02,DEL-02-01,,"Canonical domain model schema","docs/_Registers/Deliverables.csv row DEL-02-01","Editor fields must bind to accepted domain object structure and schema-governed validation.",Guidance.md,"## Principles","Keep the GUI downstream of validation contracts.",EXPLICIT,SEMANTIC_READY,TBD,PENDING,MEDIUM,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,"FACT: Target resolved by decomposition from domain model/schema wording; exact schema file layout remains TBD."
v3.1,DEP-DEL-07-03-009,PKG-07,DEL-07-03,"Material, component, and rule-pack editors",EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-03,DEL-03-01,,"Material library schema with provenance","docs/_Registers/Deliverables.csv row DEL-03-01","Material editor depends on material library provenance fields and source status semantics.",Datasheet.md,"## Construction","Presents unit-bearing material fields and provenance/source status.",EXPLICIT,SEMANTIC_READY,TBD,PENDING,MEDIUM,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,"FACT: Target resolved by decomposition from material library/provenance wording."
v3.1,DEP-DEL-07-03-010,PKG-07,DEL-07-03,"Material, component, and rule-pack editors",EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-03,DEL-03-02,,"Pipe section and component library schema","docs/_Registers/Deliverables.csv row DEL-03-02","Section and component editors depend on section/component record shape and provenance fields.",Datasheet.md,"## Construction","Presents user-entered or lawfully imported section dimensions/properties with provenance and unit checks.",EXPLICIT,SEMANTIC_READY,TBD,PENDING,MEDIUM,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,"FACT: Target resolved by decomposition from section/component schema wording."
