RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEL-06-01-ANCHOR-001,PKG-06,DEL-06-01,Rule-pack schema,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,PKG-06,,SOW-016,Private rule-pack schema for user-defined checks allowables formulas and criteria,docs/_Registers/ScopeLedger.csv row SOW-016,DEL-06-01 implements SOW-016 as its primary scope anchor.,_CONTEXT.md,_CONTEXT.md#Scope Coverage,SOW-016,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,FACT: Scope coverage and register row explicitly assign SOW-016 to DEL-06-01.
v3.1,DEL-06-01-ANCHOR-002,PKG-06,DEL-06-01,Rule-pack schema,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,SOW-042,Rule packs versioned source-noted checksum-addressed and marked for redistribution status,docs/_Registers/ScopeLedger.csv row SOW-042,DEL-06-01 traces to SOW-042 for versioning provenance checksum and redistribution fields.,_CONTEXT.md,_CONTEXT.md#Scope Coverage,SOW-042,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,FACT: Scope coverage explicitly lists SOW-042.
v3.1,DEL-06-01-ANCHOR-003,PKG-06,DEL-06-01,Rule-pack schema,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,OBJ-005,Provide user-defined rule packs that evaluate solver results against user-owned design bases,docs/_Decomposition/SOFTWARE_DECOMP.md row OBJ-005,DEL-06-01 supports OBJ-005 by defining the schema envelope for user-defined rule packs.,_CONTEXT.md,_CONTEXT.md#Objective Support,OBJ-005,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,FACT: Objective support explicitly lists OBJ-005.
v3.1,DEL-06-01-EXEC-001,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,PACKAGE,PKG-00,,AB-00-04,Software Architecture Runway persistence and checksum basis,docs/_Decomposition/SOFTWARE_DECOMP.md architecture basis,Rule-pack schema work must align with JSON Schema 2020-12 and canonical JSON JCS-compatible checksum expectations.,_CONTEXT.md,_CONTEXT.md#Architecture Basis Injection,JSON Schema 2020-12 contracts,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,FACT: Architecture basis injection explicitly lists AB-00-04 and checksum basis.
v3.1,DEL-06-01-EXEC-002,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,PACKAGE,PKG-00,,AB-00-06,Software Architecture Runway diagnostics basis,docs/_Decomposition/SOFTWARE_DECOMP.md architecture basis,Rule-pack schema validation findings should align with structured diagnostics for rule-check blocking provenance unit and protected-content warnings.,_CONTEXT.md,_CONTEXT.md#Architecture Basis Injection,Diagnostics and result envelopes must carry code class severity source affected object message remediation and provenance,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,FACT: Architecture basis AB-00-06 is applicable per sealed context.
v3.1,DEL-06-01-EXEC-003,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,PACKAGE,PKG-00,,AB-00-07,Software Architecture Runway API and adapter boundary basis,docs/_Decomposition/SOFTWARE_DECOMP.md architecture basis,Adapters plugins and imports must not bypass rule-pack validation units provenance redistribution diagnostics sandboxing or public/private boundaries.,_CONTEXT.md,_CONTEXT.md#Architecture Basis Injection,Adapters validate units provenance redistribution diagnostics and public/private data boundaries,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,FACT: Architecture basis AB-00-07 is applicable per sealed context.
v3.1,DEL-06-01-EXEC-004,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DOCUMENT,,,OPS-CONTRACT,OpenPipeStress invariant catalog,docs/CONTRACT.md,Rule-pack schema setup must preserve protected-content data unit rule-pack and professional responsibility boundaries.,Specification.md,Specification.md#Requirements,The future schema shall not treat agent-generated setup text as engineering authority,EXPLICIT,SEMANTIC_READY,SEMANTIC_READY,SATISFIED,HIGH,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,FACT: Specification and contract invariants state the boundary constraints.
v3.1,DEL-06-01-EXEC-005,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-06,DEL-06-02,DEL-06-02,Sandboxed unit-aware expression evaluator,docs/_Decomposition/SOFTWARE_DECOMP.md row DEL-06-02,Formula declaration slots and unit metadata provide schema input for the later sandboxed expression evaluator.,Specification.md,Specification.md#Requirements,formula declaration slots without embedding protected standards text,IMPLICIT,SEMANTIC_READY,SEMANTIC_READY,PENDING,MEDIUM,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,PROPOSAL: Downstream target is inferred from DEL-06-02 evaluator scope consuming formula declarations.
v3.1,DEL-06-01-EXEC-006,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-06,DEL-06-03,DEL-06-03,Required-input completeness checker,docs/_Decomposition/SOFTWARE_DECOMP.md row DEL-06-03,Required-input declarations and missing-value findings provide schema input for the completeness checker.,Procedure.md,Procedure.md#Steps,Define required-input declarations with dimensional category,IMPLICIT,SEMANTIC_READY,SEMANTIC_READY,PENDING,MEDIUM,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,PROPOSAL: Downstream target is inferred from DEL-06-03 completeness-checker scope.
v3.1,DEL-06-01-EXEC-007,PKG-06,DEL-06-01,Rule-pack schema,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-06,DEL-06-04,DEL-06-04,Private rule-pack lifecycle and checksum handling,docs/_Decomposition/SOFTWARE_DECOMP.md row DEL-06-04,Checksum provenance redistribution and private/public fields provide schema input for lifecycle and checksum handling.,Datasheet.md,Datasheet.md#Construction,Checksum metadata fields for algorithm hash scope canonicalization basis hash value and invalidation behavior,IMPLICIT,SEMANTIC_READY,SEMANTIC_READY,PENDING,MEDIUM,EXTRACTED,2026-04-30,2026-04-30,ACTIVE,PROPOSAL: Downstream target is inferred from DEL-06-04 checksum/lifecycle scope.
